task,family,k,seed,mode,acc,eps,support_size,support,lam,delta_norm
english-spanish,translation,0,0,naive,0.0,1,31,all,0,0
english-spanish,translation,4,0,cass,0.26,0.4978,5,synonym|present-past|capitalize|english-french|english-german,0.0769,6.08
english-spanish,translation,4,0,cass_recon,0.0,0.4978,5,synonym|present-past|capitalize|english-french|english-german,0.0769,6.08
english-spanish,translation,4,0,zvec,0.0,0.4978,5,synonym|present-past|capitalize|english-french|english-german,0.0769,6.08
english-spanish,translation,4,1,cass,0.4,0.5893,3,capitalize|english-french|english-german,0.1284,4.71
english-spanish,translation,4,1,cass_recon,0.0,0.5893,3,capitalize|english-french|english-german,0.1284,4.71
english-spanish,translation,4,1,zvec,0.0,0.5893,3,capitalize|english-french|english-german,0.1284,4.71
english-spanish,translation,4,2,cass,0.36,0.5907,3,synonym|english-french|english-german,0.1441,5.34
english-spanish,translation,4,2,cass_recon,0.0,0.5907,3,synonym|english-french|english-german,0.1441,5.34
english-spanish,translation,4,2,zvec,0.0,0.5907,3,synonym|english-french|english-german,0.1441,5.34
english-spanish,translation,4,3,cass,0.34,0.6038,3,english-french|english-german|alphabetically-first,0.1379,5.16
english-spanish,translation,4,4,cass,0.4,0.5076,4,synonym|english-french|english-german|verb-from-list,0.0837,5.45
next-item,algorithmic,0,0,oracle,0.74,0,1,next-item,0,4.584512198903683
next-item,algorithmic,0,0,naive,0.0,1,31,all,0,0
next-item,algorithmic,4,0,cass,0.26,0.6162,3,synonym|prev-item|next-capital-letter,0.09,4.11
next-item,algorithmic,4,0,cass_recon,0.28,0.6162,3,synonym|prev-item|next-capital-letter,0.09,4.11
next-item,algorithmic,4,0,zvec,0.3,0.6162,3,synonym|prev-item|next-capital-letter,0.09,4.11
next-item,algorithmic,4,1,cass,0.4,0.6739,5,capitalize|capitalize-first-letter|lowercase-first-letter|prev-item|next-capital-letter,0.0969,3.88
next-item,algorithmic,4,1,cass_recon,0.14,0.6739,5,capitalize|capitalize-first-letter|lowercase-first-letter|prev-item|next-capital-letter,0.0969,3.88
next-item,algorithmic,4,1,zvec,0.28,0.6739,5,capitalize|capitalize-first-letter|lowercase-first-letter|prev-item|next-capital-letter,0.0969,3.88
next-item,algorithmic,4,2,cass,0.5,0.5974,4,antonym|synonym|capitalize|prev-item,0.0902,5.07
next-item,algorithmic,4,2,cass_recon,0.36,0.5974,4,antonym|synonym|capitalize|prev-item,0.0902,5.07
next-item,algorithmic,4,2,zvec,0.42,0.5974,4,antonym|synonym|capitalize|prev-item,0.0902,5.07
next-item,algorithmic,4,3,cass,0.56,0.8387,4,capitalize-last-letter|lowercase-first-letter|prev-item|next-capital-letter,0.0732,2.16
next-item,algorithmic,4,4,cass,0.48,0.7729,2,singular-plural|prev-item,0.095,3.59
prev-item,algorithmic,0,0,oracle,0.62,0,1,prev-item,0,5.1619587047763735
prev-item,algorithmic,0,0,naive,0.0,1,31,all,0,0
prev-item,algorithmic,4,0,cass,0.1,0.6774,4,antonym|synonym|next-item|next-capital-letter,0.1589,5.25
prev-item,algorithmic,4,0,cass_recon,0.02,0.6774,4,antonym|synonym|next-item|next-capital-letter,0.1589,5.25
prev-item,algorithmic,4,0,zvec,0.2,0.6774,4,antonym|synonym|next-item|next-capital-letter,0.1589,5.25
prev-item,algorithmic,4,1,cass,0.06,0.7325,4,antonym|capitalize-first-letter|next-item|next-capital-letter,0.1355,3.81
prev-item,algorithmic,4,1,cass_recon,0.02,0.7325,4,antonym|capitalize-first-letter|next-item|next-capital-letter,0.1355,3.81
prev-item,algorithmic,4,1,zvec,0.1,0.7325,4,antonym|capitalize-first-letter|next-item|next-capital-letter,0.1355,3.81
prev-item,algorithmic,4,2,cass,0.06,0.722,5,antonym|synonym|capitalize-first-letter|next-item|next-capital-letter,0.1519,5.42
prev-item,algorithmic,4,2,cass_recon,0.02,0.722,5,antonym|synonym|capitalize-first-letter|next-item|next-capital-letter,0.1519,5.42
prev-item,algorithmic,4,2,zvec,0.24,0.722,5,antonym|synonym|capitalize-first-letter|next-item|next-capital-letter,0.1519,5.42
prev-item,algorithmic,4,3,cass,0.22,0.8304,5,antonym|capitalize-first-letter|next-item|next-capital-letter|color-from-list,0.0845,2.41
prev-item,algorithmic,4,4,cass,0.14,0.7902,3,antonym|next-item|alphabetically-last,0.1232,3.86
next-capital-letter,algorithmic,0,0,oracle,0.0,0,1,next-capital-letter,0,0.6793148024864124
next-capital-letter,algorithmic,0,0,naive,0.0,1,31,all,0,0
next-capital-letter,algorithmic,4,0,cass,0.0,0.7897,4,capitalize-first-letter|capitalize-last-letter|word-length|animal-from-list,0.0279,0.92
next-capital-letter,algorithmic,4,0,cass_recon,0.0,0.7897,4,capitalize-first-letter|capitalize-last-letter|word-length|animal-from-list,0.0279,0.92
next-capital-letter,algorithmic,4,0,zvec,0.0,0.7897,4,capitalize-first-letter|capitalize-last-letter|word-length|animal-from-list,0.0279,0.92
next-capital-letter,algorithmic,4,1,cass,0.0,0.6247,3,capitalize-first-letter|capitalize-last-letter|next-item,0.0577,2.29
next-capital-letter,algorithmic,4,1,cass_recon,0.0,0.6247,3,capitalize-first-letter|capitalize-last-letter|next-item,0.0577,2.29
next-capital-letter,algorithmic,4,1,zvec,0.0,0.6247,3,capitalize-first-letter|capitalize-last-letter|next-item,0.0577,2.29
next-capital-letter,algorithmic,4,2,cass,0.0,0.7596,3,capitalize-first-letter|capitalize-last-letter|lowercase-first-letter,0.0329,1.03
next-capital-letter,algorithmic,4,2,cass_recon,0.0,0.7596,3,capitalize-first-letter|capitalize-last-letter|lowercase-first-letter,0.0329,1.03
next-capital-letter,algorithmic,4,2,zvec,0.0,0.7596,3,capitalize-first-letter|capitalize-last-letter|lowercase-first-letter,0.0329,1.03
next-capital-letter,algorithmic,4,3,cass,0.0,0.633,5,capitalize-first-letter|capitalize-last-letter|lowercase-first-letter|next-item|prev-item,0.0424,1.66
next-capital-letter,algorithmic,4,4,cass,0.0,0.6979,5,capitalize-first-letter|capitalize-last-letter|lowercase-first-letter|prev-item|word-length,0.0199,1.03
word-length,algorithmic,0,0,oracle,0.0,0,1,word-length,0,0.33107465351270565
word-length,algorithmic,0,0,naive,0.0,1,31,all,0,0
word-length,algorithmic,4,0,cass,0.0,0.9445,5,capitalize-first-letter|capitalize-last-letter|lowercase-first-letter|next-item|choose-last-of-list,0.0084,0.25
word-length,algorithmic,4,0,cass_recon,0.0,0.9445,5,capitalize-first-letter|capitalize-last-letter|lowercase-first-letter|next-item|choose-last-of-list,0.0084,0.25
word-length,algorithmic,4,0,zvec,0.0,0.9445,5,capitalize-first-letter|capitalize-last-letter|lowercase-first-letter|next-item|choose-last-of-list,0.0084,0.25
word-length,algorithmic,4,1,cass,0.0,0.9652,3,capitalize-last-letter|next-capital-letter|fruit-from-list,0.0144,0.39
word-length,algorithmic,4,1,cass_recon,0.0,0.9652,3,capitalize-last-letter|next-capital-letter|fruit-from-list,0.0144,0.39
word-length,algorithmic,4,1,zvec,0.0,0.9652,3,capitalize-last-letter|next-capital-letter|fruit-from-list,0.0144,0.39
word-length,algorithmic,4,2,cass,0.0,0.961,3,lowercase-first-letter|next-capital-letter|fruit-from-list,0.0101,0.25
word-length,algorithmic,4,2,cass_recon,0.0,0.961,3,lowercase-first-letter|next-capital-letter|fruit-from-list,0.0101,0.25
word-length,algorithmic,4,2,zvec,0.0,0.961,3,lowercase-first-letter|next-capital-letter|fruit-from-list,0.0101,0.25
word-length,algorithmic,4,3,cass,0.0,0.9547,3,capitalize-last-letter|next-capital-letter|color-from-list,0.0077,0.21
word-length,algorithmic,4,4,cass,0.0,0.9168,3,capitalize-last-letter|alphabetically-first|color-from-list,0.0158,0.47
alphabetically-first,algorithmic,0,0,oracle,0.18,0,1,alphabetically-first,0,3.5494125568444983
alphabetically-first,algorithmic,0,0,naive,0.18,1,31,all,0,0
alphabetically-first,algorithmic,4,0,cass,0.18,0.5579,5,alphabetically-last|choose-last-of-list|choose-middle-of-list|animal-from-list|fruit-from-list,0.1253,3.73
alphabetically-first,algorithmic,4,0,cass_recon,0.2,0.5579,5,alphabetically-last|choose-last-of-list|choose-middle-of-list|animal-from-list|fruit-from-list,0.1253,3.73
alphabetically-first,algorithmic,4,0,zvec,0.18,0.5579,5,alphabetically-last|choose-last-of-list|choose-middle-of-list|animal-from-list|fruit-from-list,0.1253,3.73
alphabetically-first,algorithmic,4,1,cass,0.16,0.5133,5,alphabetically-last|choose-middle-of-list|animal-from-list|fruit-from-list|verb-from-list,0.1188,4.1
alphabetically-first,algorithmic,4,1,cass_recon,0.18,0.5133,5,alphabetically-last|choose-middle-of-list|animal-from-list|fruit-from-list|verb-from-list,0.1188,4.1
alphabetically-first,algorithmic,4,1,zvec,0.16,0.5133,5,alphabetically-last|choose-middle-of-list|animal-from-list|fruit-from-list|verb-from-list,0.1188,4.1
alphabetically-first,algorithmic,4,2,cass,0.18,0.4938,5,alphabetically-last|choose-last-of-list|choose-middle-of-list|animal-from-list|fruit-from-list,0.1201,4.14
alphabetically-first,algorithmic,4,2,cass_recon,0.18,0.4938,5,alphabetically-last|choose-last-of-list|choose-middle-of-list|animal-from-list|fruit-from-list,0.1201,4.14
alphabetically-first,algorithmic,4,2,zvec,0.16,0.4938,5,alphabetically-last|choose-last-of-list|choose-middle-of-list|animal-from-list|fruit-from-list,0.1201,4.14
alphabetically-first,algorithmic,4,3,cass,0.18,0.513,5,alphabetically-last|choose-last-of-list|choose-middle-of-list|animal-from-list|fruit-from-list,0.113,3.95
alphabetically-first,algorithmic,4,4,cass,0.18,0.5665,3,alphabetically-last|choose-middle-of-list|verb-from-list,0.1565,3.64
alphabetically-last,algorithmic,0,0,oracle,0.16,0,1,alphabetically-last,0,3.465965460116659
alphabetically-last,algorithmic,0,0,naive,0.2,1,31,all,0,0
alphabetically-last,algorithmic,4,0,cass,0.16,0.512,5,alphabetically-first|choose-first-of-list|choose-middle-of-list|animal-from-list|fruit-from-list,0.1063,3.64
alphabetically-last,algorithmic,4,0,cass_recon,0.18,0.512,5,alphabetically-first|choose-first-of-list|choose-middle-of-list|animal-from-list|fruit-from-list,0.1063,3.64
alphabetically-last,algorithmic,4,0,zvec,0.18,0.512,5,alphabetically-first|choose-first-of-list|choose-middle-of-list|animal-from-list|fruit-from-list,0.1063,3.64
alphabetically-last,algorithmic,4,1,cass,0.18,0.5517,5,alphabetically-first|choose-first-of-list|choose-last-of-list|choose-middle-of-list|verb-from-list,0.1031,3.67
alphabetically-last,algorithmic,4,1,cass_recon,0.18,0.5517,5,alphabetically-first|choose-first-of-list|choose-last-of-list|choose-middle-of-list|verb-from-list,0.1031,3.67
alphabetically-last,algorithmic,4,1,zvec,0.18,0.5517,5,alphabetically-first|choose-first-of-list|choose-last-of-list|choose-middle-of-list|verb-from-list,0.1031,3.67
alphabetically-last,algorithmic,4,2,cass,0.16,0.5273,5,alphabetically-first|choose-last-of-list|choose-middle-of-list|animal-from-list|fruit-from-list,0.1011,3.64
alphabetically-last,algorithmic,4,2,cass_recon,0.18,0.5273,5,alphabetically-first|choose-last-of-list|choose-middle-of-list|animal-from-list|fruit-from-list,0.1011,3.64
alphabetically-last,algorithmic,4,2,zvec,0.18,0.5273,5,alphabetically-first|choose-last-of-list|choose-middle-of-list|animal-from-list|fruit-from-list,0.1011,3.64
alphabetically-last,algorithmic,4,3,cass,0.16,0.5977,4,alphabetically-first|choose-last-of-list|animal-from-list|fruit-from-list,0.1528,3.69
alphabetically-last,algorithmic,4,4,cass,0.18,0.528,5,alphabetically-first|choose-last-of-list|choose-middle-of-list|color-from-list|verb-from-list,0.1025,3.63
choose-first-of-list,algorithmic,0,0,oracle,1.0,0,1,choose-first-of-list,0,4.150295854618044
choose-first-of-list,algorithmic,0,0,naive,0.84,1,31,all,0,0
choose-first-of-list,algorithmic,4,0,cass,1.0,0.7118,5,alphabetically-first|alphabetically-last|animal-from-list|color-from-list|fruit-from-list,0.2497,4.25
choose-first-of-list,algorithmic,4,0,cass_recon,0.98,0.7118,5,alphabetically-first|alphabetically-last|animal-from-list|color-from-list|fruit-from-list,0.2497,4.25
choose-first-of-list,algorithmic,4,0,zvec,0.96,0.7118,5,alphabetically-first|alphabetically-last|animal-from-list|color-from-list|fruit-from-list,0.2497,4.25
choose-first-of-list,algorithmic,4,1,cass,0.98,0.6639,5,alphabetically-first|alphabetically-last|animal-from-list|color-from-list|fruit-from-list,0.2204,4.55
choose-first-of-list,algorithmic,4,1,cass_recon,0.98,0.6639,5,alphabetically-first|alphabetically-last|animal-from-list|color-from-list|fruit-from-list,0.2204,4.55
choose-first-of-list,algorithmic,4,1,zvec,0.96,0.6639,5,alphabetically-first|alphabetically-last|animal-from-list|color-from-list|fruit-from-list,0.2204,4.55
choose-first-of-list,algorithmic,4,2,cass,1.0,0.6981,5,alphabetically-first|alphabetically-last|color-from-list|fruit-from-list|verb-from-list,0.1998,4.37
choose-first-of-list,algorithmic,4,2,cass_recon,0.98,0.6981,5,alphabetically-first|alphabetically-last|color-from-list|fruit-from-list|verb-from-list,0.1998,4.37
choose-first-of-list,algorithmic,4,2,zvec,0.96,0.6981,5,alphabetically-first|alphabetically-last|color-from-list|fruit-from-list|verb-from-list,0.1998,4.37
choose-first-of-list,algorithmic,4,3,cass,0.96,0.6449,4,alphabetically-first|alphabetically-last|color-from-list|verb-from-list,0.1784,4.7
choose-first-of-list,algorithmic,4,4,cass,1.0,0.6174,5,alphabetically-first|alphabetically-last|color-from-list|fruit-from-list|verb-from-list,0.1472,4.71
choose-last-of-list,algorithmic,0,0,oracle,0.0,0,1,choose-last-of-list,0,3.4059118281992395
choose-last-of-list,algorithmic,0,0,naive,0.0,1,31,all,0,0
choose-last-of-list,algorithmic,4,0,cass,0.08,0.6253,4,alphabetically-first|alphabetically-last|choose-middle-of-list|verb-from-list,0.1211,3.7
choose-last-of-list,algorithmic,4,0,cass_recon,0.02,0.6253,4,alphabetically-first|alphabetically-last|choose-middle-of-list|verb-from-list,0.1211,3.7
choose-last-of-list,algorithmic,4,0,zvec,0.04,0.6253,4,alphabetically-first|alphabetically-last|choose-middle-of-list|verb-from-list,0.1211,3.7
choose-last-of-list,algorithmic,4,1,cass,0.06,0.6085,3,alphabetically-first|alphabetically-last|verb-from-list,0.1476,3.54
choose-last-of-list,algorithmic,4,1,cass_recon,0.02,0.6085,3,alphabetically-first|alphabetically-last|verb-from-list,0.1476,3.54
choose-last-of-list,algorithmic,4,1,zvec,0.02,0.6085,3,alphabetically-first|alphabetically-last|verb-from-list,0.1476,3.54
choose-last-of-list,algorithmic,4,2,cass,0.02,0.6075,4,alphabetically-first|alphabetically-last|choose-first-of-list|verb-from-list,0.0945,3.53
choose-last-of-list,algorithmic,4,2,cass_recon,0.02,0.6075,4,alphabetically-first|alphabetically-last|choose-first-of-list|verb-from-list,0.0945,3.53
choose-last-of-list,algorithmic,4,2,zvec,0.0,0.6075,4,alphabetically-first|alphabetically-last|choose-first-of-list|verb-from-list,0.0945,3.53
choose-last-of-list,algorithmic,4,3,cass,0.0,0.607,5,alphabetically-first|alphabetically-last|animal-from-list|color-from-list|fruit-from-list,0.117,3.53
choose-last-of-list,algorithmic,4,4,cass,0.0,0.6101,5,alphabetically-first|alphabetically-last|choose-first-of-list|fruit-from-list|verb-from-list,0.0939,3.63
choose-middle-of-list,algorithmic,0,0,oracle,0.02,0,1,choose-middle-of-list,0,3.686759926952795
choose-middle-of-list,algorithmic,0,0,naive,0.04,1,31,all,0,0
choose-middle-of-list,algorithmic,4,0,cass,0.04,0.4904,4,alphabetically-first|alphabetically-last|fruit-from-list|verb-from-list,0.0919,3.87
choose-middle-of-list,algorithmic,4,0,cass_recon,0.04,0.4904,4,alphabetically-first|alphabetically-last|fruit-from-list|verb-from-list,0.0919,3.87
choose-middle-of-list,algorithmic,4,0,zvec,0.04,0.4904,4,alphabetically-first|alphabetically-last|fruit-from-list|verb-from-list,0.0919,3.87
choose-middle-of-list,algorithmic,4,1,cass,0.04,0.4904,4,alphabetically-first|alphabetically-last|choose-first-of-list|verb-from-list,0.1227,4.16
choose-middle-of-list,algorithmic,4,1,cass_recon,0.04,0.4904,4,alphabetically-first|alphabetically-last|choose-first-of-list|verb-from-list,0.1227,4.16
choose-middle-of-list,algorithmic,4,1,zvec,0.04,0.4904,4,alphabetically-first|alphabetically-last|choose-first-of-list|verb-from-list,0.1227,4.16
choose-middle-of-list,algorithmic,4,2,cass,0.06,0.5034,5,alphabetically-first|alphabetically-last|choose-first-of-list|choose-last-of-list|verb-from-list,0.1284,4.42
choose-middle-of-list,algorithmic,4,2,cass_recon,0.04,0.5034,5,alphabetically-first|alphabetically-last|choose-first-of-list|choose-last-of-list|verb-from-list,0.1284,4.42
choose-middle-of-list,algorithmic,4,2,zvec,0.06,0.5034,5,alphabetically-first|alphabetically-last|choose-first-of-list|choose-last-of-list|verb-from-list,0.1284,4.42
choose-middle-of-list,algorithmic,4,3,cass,0.06,0.5309,5,alphabetically-first|alphabetically-last|choose-first-of-list|choose-last-of-list|verb-from-list,0.1076,3.8
choose-middle-of-list,algorithmic,4,4,cass,0.06,0.4937,5,alphabetically-first|alphabetically-last|choose-first-of-list|fruit-from-list|verb-from-list,0.0727,3.76
animal-from-list,selection,0,0,oracle,0.26,0,1,animal-from-list,0,3.81803900687857
animal-from-list,selection,0,0,naive,0.24,1,31,all,0,0
animal-from-list,selection,4,0,cass,0.24,0.5719,5,alphabetically-first|alphabetically-last|choose-first-of-list|choose-middle-of-list|color-from-list,0.1736,4.17
animal-from-list,selection,4,0,cass_recon,0.24,0.5719,5,alphabetically-first|alphabetically-last|choose-first-of-list|choose-middle-of-list|color-from-list,0.1736,4.17
animal-from-list,selection,4,0,zvec,0.24,0.5719,5,alphabetically-first|alphabetically-last|choose-first-of-list|choose-middle-of-list|color-from-list,0.1736,4.17
animal-from-list,selection,4,1,cass,0.24,0.5849,5,alphabetically-first|alphabetically-last|choose-last-of-list|color-from-list|fruit-from-list,0.141,3.52
animal-from-list,selection,4,1,cass_recon,0.22,0.5849,5,alphabetically-first|alphabetically-last|choose-last-of-list|color-from-list|fruit-from-list,0.141,3.52
animal-from-list,selection,4,1,zvec,0.28,0.5849,5,alphabetically-first|alphabetically-last|choose-last-of-list|color-from-list|fruit-from-list,0.141,3.52
animal-from-list,selection,4,2,cass,0.24,0.5262,5,alphabetically-first|alphabetically-last|choose-middle-of-list|color-from-list|fruit-from-list,0.1829,4.2
animal-from-list,selection,4,2,cass_recon,0.24,0.5262,5,alphabetically-first|alphabetically-last|choose-middle-of-list|color-from-list|fruit-from-list,0.1829,4.2
animal-from-list,selection,4,2,zvec,0.24,0.5262,5,alphabetically-first|alphabetically-last|choose-middle-of-list|color-from-list|fruit-from-list,0.1829,4.2
animal-from-list,selection,4,3,cass,0.24,0.6316,5,alphabetically-first|alphabetically-last|choose-middle-of-list|color-from-list|fruit-from-list,0.2515,3.93
animal-from-list,selection,4,4,cass,0.3,0.6462,5,alphabetically-first|alphabetically-last|choose-last-of-list|choose-middle-of-list|fruit-from-list,0.2442,3.96
color-from-list,selection,0,0,oracle,0.14,0,1,color-from-list,0,4.061227819175857
color-from-list,selection,0,0,naive,0.14,1,31,all,0,0
color-from-list,selection,4,0,cass,0.2,0.6346,5,alphabetically-first|choose-last-of-list|choose-middle-of-list|animal-from-list|fruit-from-list,0.1509,3.06
color-from-list,selection,4,0,cass_recon,0.2,0.6346,5,alphabetically-first|choose-last-of-list|choose-middle-of-list|animal-from-list|fruit-from-list,0.1509,3.06
color-from-list,selection,4,0,zvec,0.14,0.6346,5,alphabetically-first|choose-last-of-list|choose-middle-of-list|animal-from-list|fruit-from-list,0.1509,3.06
color-from-list,selection,4,1,cass,0.18,0.5396,5,alphabetically-first|choose-last-of-list|choose-middle-of-list|animal-from-list|fruit-from-list,0.1391,3.2
color-from-list,selection,4,1,cass_recon,0.2,0.5396,5,alphabetically-first|choose-last-of-list|choose-middle-of-list|animal-from-list|fruit-from-list,0.1391,3.2
color-from-list,selection,4,1,zvec,0.16,0.5396,5,alphabetically-first|choose-last-of-list|choose-middle-of-list|animal-from-list|fruit-from-list,0.1391,3.2
color-from-list,selection,4,2,cass,0.16,0.5947,4,alphabetically-first|alphabetically-last|animal-from-list|fruit-from-list,0.2234,4.27
color-from-list,selection,4,2,cass_recon,0.18,0.5947,4,alphabetically-first|alphabetically-last|animal-from-list|fruit-from-list,0.2234,4.27
color-from-list,selection,4,2,zvec,0.14,0.5947,4,alphabetically-first|alphabetically-last|animal-from-list|fruit-from-list,0.2234,4.27
color-from-list,selection,4,3,cass,0.18,0.6324,5,alphabetically-first|alphabetically-last|choose-middle-of-list|animal-from-list|fruit-from-list,0.257,4.04
color-from-list,selection,4,4,cass,0.14,0.616,5,alphabetically-first|alphabetically-last|animal-from-list|fruit-from-list|verb-from-list,0.1927,4.73
fruit-from-list,selection,0,0,oracle,0.36,0,1,fruit-from-list,0,4.312022880344496
fruit-from-list,selection,0,0,naive,0.26,1,31,all,0,0
fruit-from-list,selection,4,0,cass,0.3,0.5306,5,alphabetically-first|alphabetically-last|choose-middle-of-list|animal-from-list|color-from-list,0.157,4.5
fruit-from-list,selection,4,0,cass_recon,0.34,0.5306,5,alphabetically-first|alphabetically-last|choose-middle-of-list|animal-from-list|color-from-list,0.157,4.5
fruit-from-list,selection,4,0,zvec,0.34,0.5306,5,alphabetically-first|alphabetically-last|choose-middle-of-list|animal-from-list|color-from-list,0.157,4.5
fruit-from-list,selection,4,1,cass,0.28,0.59,5,alphabetically-first|choose-last-of-list|choose-middle-of-list|animal-from-list|color-from-list,0.2205,4.26
fruit-from-list,selection,4,1,cass_recon,0.32,0.59,5,alphabetically-first|choose-last-of-list|choose-middle-of-list|animal-from-list|color-from-list,0.2205,4.26
fruit-from-list,selection,4,1,zvec,0.3,0.59,5,alphabetically-first|choose-last-of-list|choose-middle-of-list|animal-from-list|color-from-list,0.2205,4.26
fruit-from-list,selection,4,2,cass,0.28,0.4919,5,alphabetically-last|choose-last-of-list|choose-middle-of-list|animal-from-list|color-from-list,0.1726,4.85
fruit-from-list,selection,4,2,cass_recon,0.32,0.4919,5,alphabetically-last|choose-last-of-list|choose-middle-of-list|animal-from-list|color-from-list,0.1726,4.85
fruit-from-list,selection,4,2,zvec,0.36,0.4919,5,alphabetically-last|choose-last-of-list|choose-middle-of-list|animal-from-list|color-from-list,0.1726,4.85
fruit-from-list,selection,4,3,cass,0.3,0.5609,5,alphabetically-first|alphabetically-last|choose-middle-of-list|animal-from-list|color-from-list,0.2514,4.71
fruit-from-list,selection,4,4,cass,0.28,0.5268,5,alphabetically-first|choose-last-of-list|choose-middle-of-list|animal-from-list|color-from-list,0.182,4.19
verb-from-list,selection,0,0,oracle,0.2,0,1,verb-from-list,0,3.418115174711229
verb-from-list,selection,0,0,naive,0.06,1,31,all,0,0
verb-from-list,selection,4,0,cass,0.18,0.7144,5,alphabetically-first|alphabetically-last|choose-first-of-list|choose-last-of-list|choose-middle-of-list,0.2149,3.72
verb-from-list,selection,4,0,cass_recon,0.2,0.7144,5,alphabetically-first|alphabetically-last|choose-first-of-list|choose-last-of-list|choose-middle-of-list,0.2149,3.72
verb-from-list,selection,4,0,zvec,0.18,0.7144,5,alphabetically-first|alphabetically-last|choose-first-of-list|choose-last-of-list|choose-middle-of-list,0.2149,3.72
verb-from-list,selection,4,1,cass,0.2,0.7705,3,alphabetically-first|alphabetically-last|choose-last-of-list,0.2719,3.91
verb-from-list,selection,4,1,cass_recon,0.2,0.7705,3,alphabetically-first|alphabetically-last|choose-last-of-list,0.2719,3.91
verb-from-list,selection,4,1,zvec,0.18,0.7705,3,alphabetically-first|alphabetically-last|choose-last-of-list,0.2719,3.91
verb-from-list,selection,4,2,cass,0.18,0.6623,5,alphabetically-first|alphabetically-last|choose-first-of-list|choose-last-of-list|choose-middle-of-list,0.1163,3.82
verb-from-list,selection,4,2,cass_recon,0.2,0.6623,5,alphabetically-first|alphabetically-last|choose-first-of-list|choose-last-of-list|choose-middle-of-list,0.1163,3.82
verb-from-list,selection,4,2,zvec,0.18,0.6623,5,alphabetically-first|alphabetically-last|choose-first-of-list|choose-last-of-list|choose-middle-of-list,0.1163,3.82
verb-from-list,selection,4,3,cass,0.18,0.6638,3,alphabetically-first|alphabetically-last|choose-last-of-list,0.1129,3.74
verb-from-list,selection,4,4,cass,0.18,0.6461,5,alphabetically-first|alphabetically-last|choose-last-of-list|choose-middle-of-list|color-from-list,0.212,4.29
