task,family,k,seed,mode,acc,eps,support_size,support,lam,delta_norm
english-spanish,translation,4,0,cass_recon,0.0,0.6475,4,capitalize|english-french|english-german|verb-from-list,0.6081,19.28
english-spanish,translation,4,0,zvec,0.0,0.6475,4,capitalize|english-french|english-german|verb-from-list,0.6081,19.28
english-spanish,translation,4,1,cass,0.0,0.6198,4,english-french|english-german|alphabetically-first|verb-from-list,0.4506,17.21
english-spanish,translation,4,1,cass_recon,0.0,0.6198,4,english-french|english-german|alphabetically-first|verb-from-list,0.4506,17.21
english-spanish,translation,4,1,zvec,0.0,0.6198,4,english-french|english-german|alphabetically-first|verb-from-list,0.4506,17.21
english-spanish,translation,4,2,cass,0.0,0.6241,3,english-french|english-german|next-item,0.5859,18.18
english-spanish,translation,4,2,cass_recon,0.0,0.6241,3,english-french|english-german|next-item,0.5859,18.18
english-spanish,translation,4,2,zvec,0.0,0.6241,3,english-french|english-german|next-item,0.5859,18.18
english-spanish,translation,4,3,cass,0.0,0.6318,5,antonym|capitalize|english-french|english-german|next-item,0.45,17.72
english-spanish,translation,4,4,cass,0.0,0.5963,5,english-french|english-german|next-item|alphabetically-last|verb-from-list,0.4954,18.52
next-item,algorithmic,0,0,oracle,0.14,0,1,next-item,0,18.203877114478082
next-item,algorithmic,0,0,naive,0.02,1,31,all,0,0
next-item,algorithmic,4,0,cass,0.06,0.6269,4,antonym|capitalize|prev-item|animal-from-list,0.4166,15.84
next-item,algorithmic,4,0,cass_recon,0.0,0.6269,4,antonym|capitalize|prev-item|animal-from-list,0.4166,15.84
next-item,algorithmic,4,0,zvec,0.02,0.6269,4,antonym|capitalize|prev-item|animal-from-list,0.4166,15.84
next-item,algorithmic,4,1,cass,0.0,0.7422,2,antonym|prev-item,0.3657,12.77
next-item,algorithmic,4,1,cass_recon,0.0,0.7422,2,antonym|prev-item,0.3657,12.77
next-item,algorithmic,4,1,zvec,0.0,0.7422,2,antonym|prev-item,0.3657,12.77
next-item,algorithmic,4,2,cass,0.2,0.6247,2,antonym|prev-item,0.4962,18.62
next-item,algorithmic,4,2,cass_recon,0.06,0.6247,2,antonym|prev-item,0.4962,18.62
next-item,algorithmic,4,2,zvec,0.04,0.6247,2,antonym|prev-item,0.4962,18.62
next-item,algorithmic,4,3,cass,0.0,0.8738,3,capitalize-first-letter|prev-item|word-length,0.2785,8.8
next-item,algorithmic,4,4,cass,0.2,0.6587,1,prev-item,0.3469,13.37
prev-item,algorithmic,0,0,oracle,0.42,0,1,prev-item,0,18.565443246112494
prev-item,algorithmic,0,0,naive,0.0,1,31,all,0,0
prev-item,algorithmic,4,0,cass,0.0,0.5985,5,antonym|capitalize|capitalize-last-letter|next-item|next-capital-letter,0.3741,17.3
prev-item,algorithmic,4,0,cass_recon,0.0,0.5985,5,antonym|capitalize|capitalize-last-letter|next-item|next-capital-letter,0.3741,17.3
prev-item,algorithmic,4,0,zvec,0.0,0.5985,5,antonym|capitalize|capitalize-last-letter|next-item|next-capital-letter,0.3741,17.3
prev-item,algorithmic,4,1,cass,0.0,0.7093,4,antonym|capitalize|next-item|word-length,0.3051,12.75
prev-item,algorithmic,4,1,cass_recon,0.0,0.7093,4,antonym|capitalize|next-item|word-length,0.3051,12.75
prev-item,algorithmic,4,1,zvec,0.0,0.7093,4,antonym|capitalize|next-item|word-length,0.3051,12.75
prev-item,algorithmic,4,2,cass,0.0,0.6434,4,landmark-country|antonym|capitalize-last-letter|next-item,0.4678,18.33
prev-item,algorithmic,4,2,cass_recon,0.0,0.6434,4,landmark-country|antonym|capitalize-last-letter|next-item,0.4678,18.33
prev-item,algorithmic,4,2,zvec,0.0,0.6434,4,landmark-country|antonym|capitalize-last-letter|next-item,0.4678,18.33
prev-item,algorithmic,4,3,cass,0.0,0.8507,4,antonym|capitalize|next-item|alphabetically-last,0.2066,7.66
prev-item,algorithmic,4,4,cass,0.0,0.66,3,antonym|capitalize-last-letter|next-item,0.4142,16.09
next-capital-letter,algorithmic,0,0,oracle,0.0,0,1,next-capital-letter,0,1.3566273041649504
next-capital-letter,algorithmic,0,0,naive,0.0,1,31,all,0,0
next-capital-letter,algorithmic,4,0,cass,0.0,0.9164,4,capitalize-first-letter|capitalize-last-letter|lowercase-first-letter|next-item,0.1317,3.17
next-capital-letter,algorithmic,4,0,cass_recon,0.0,0.9164,4,capitalize-first-letter|capitalize-last-letter|lowercase-first-letter|next-item,0.1317,3.17
next-capital-letter,algorithmic,4,0,zvec,0.0,0.9164,4,capitalize-first-letter|capitalize-last-letter|lowercase-first-letter|next-item,0.1317,3.17
next-capital-letter,algorithmic,4,1,cass,0.0,0.7881,5,capitalize-first-letter|capitalize-last-letter|lowercase-first-letter|word-length|choose-last-of-list,0.1474,4.85
next-capital-letter,algorithmic,4,1,cass_recon,0.0,0.7881,5,capitalize-first-letter|capitalize-last-letter|lowercase-first-letter|word-length|choose-last-of-list,0.1474,4.85
next-capital-letter,algorithmic,4,1,zvec,0.0,0.7881,5,capitalize-first-letter|capitalize-last-letter|lowercase-first-letter|word-length|choose-last-of-list,0.1474,4.85
next-capital-letter,algorithmic,4,2,cass,0.0,0.8745,5,person-instrument|capitalize-first-letter|capitalize-last-letter|lowercase-first-letter|word-length,0.0776,2.88
next-capital-letter,algorithmic,4,2,cass_recon,0.0,0.8745,5,person-instrument|capitalize-first-letter|capitalize-last-letter|lowercase-first-letter|word-length,0.0776,2.88
next-capital-letter,algorithmic,4,2,zvec,0.0,0.8745,5,person-instrument|capitalize-first-letter|capitalize-last-letter|lowercase-first-letter|word-length,0.0776,2.88
next-capital-letter,algorithmic,4,3,cass,0.0,0.8034,4,capitalize-first-letter|capitalize-last-letter|prev-item|word-length,0.1341,3.66
next-capital-letter,algorithmic,4,4,cass,0.0,0.9256,2,capitalize-first-letter|capitalize-last-letter,0.1294,3.13
word-length,algorithmic,0,0,oracle,0.0,0,1,word-length,0,2.2290883224849827
word-length,algorithmic,0,0,naive,0.0,1,31,all,0,0
word-length,algorithmic,4,0,cass,0.0,0.8965,4,person-instrument|capitalize-first-letter|capitalize-last-letter|next-capital-letter,0.0931,2.03
word-length,algorithmic,4,0,cass_recon,0.0,0.8965,4,person-instrument|capitalize-first-letter|capitalize-last-letter|next-capital-letter,0.0931,2.03
word-length,algorithmic,4,0,zvec,0.0,0.8965,4,person-instrument|capitalize-first-letter|capitalize-last-letter|next-capital-letter,0.0931,2.03
word-length,algorithmic,4,1,cass,0.0,0.897,4,product-company|capitalize-first-letter|capitalize-last-letter|next-capital-letter,0.1165,2.57
word-length,algorithmic,4,1,cass_recon,0.0,0.897,4,product-company|capitalize-first-letter|capitalize-last-letter|next-capital-letter,0.1165,2.57
word-length,algorithmic,4,1,zvec,0.0,0.897,4,product-company|capitalize-first-letter|capitalize-last-letter|next-capital-letter,0.1165,2.57
word-length,algorithmic,4,2,cass,0.0,0.9617,3,capitalize-first-letter|capitalize-last-letter|next-capital-letter,0.0564,1.44
word-length,algorithmic,4,2,cass_recon,0.0,0.9617,3,capitalize-first-letter|capitalize-last-letter|next-capital-letter,0.0564,1.44
word-length,algorithmic,4,2,zvec,0.0,0.9617,3,capitalize-first-letter|capitalize-last-letter|next-capital-letter,0.0564,1.44
word-length,algorithmic,4,3,cass,0.0,0.9668,5,person-occupation|person-sport|capitalize-first-letter|capitalize-last-letter|prev-item,0.0383,1.19
word-length,algorithmic,4,4,cass,0.0,0.902,4,person-sport|person-instrument|capitalize-first-letter|next-capital-letter,0.0672,2.15
alphabetically-first,algorithmic,0,0,oracle,0.0,0,1,alphabetically-first,0,12.605936737501885
alphabetically-first,algorithmic,0,0,naive,0.0,1,31,all,0,0
alphabetically-first,algorithmic,4,0,cass,0.04,0.5591,5,alphabetically-last|choose-first-of-list|choose-last-of-list|choose-middle-of-list|animal-from-list,0.5125,15.04
alphabetically-first,algorithmic,4,0,cass_recon,0.08,0.5591,5,alphabetically-last|choose-first-of-list|choose-last-of-list|choose-middle-of-list|animal-from-list,0.5125,15.04
alphabetically-first,algorithmic,4,0,zvec,0.02,0.5591,5,alphabetically-last|choose-first-of-list|choose-last-of-list|choose-middle-of-list|animal-from-list,0.5125,15.04
alphabetically-first,algorithmic,4,1,cass,0.14,0.526,4,alphabetically-last|choose-first-of-list|choose-last-of-list|choose-middle-of-list,0.3637,12.74
alphabetically-first,algorithmic,4,1,cass_recon,0.14,0.526,4,alphabetically-last|choose-first-of-list|choose-last-of-list|choose-middle-of-list,0.3637,12.74
alphabetically-first,algorithmic,4,1,zvec,0.0,0.526,4,alphabetically-last|choose-first-of-list|choose-last-of-list|choose-middle-of-list,0.3637,12.74
alphabetically-first,algorithmic,4,2,cass,0.1,0.4913,5,alphabetically-last|choose-first-of-list|choose-last-of-list|choose-middle-of-list|animal-from-list,0.3327,14.38
alphabetically-first,algorithmic,4,2,cass_recon,0.08,0.4913,5,alphabetically-last|choose-first-of-list|choose-last-of-list|choose-middle-of-list|animal-from-list,0.3327,14.38
alphabetically-first,algorithmic,4,2,zvec,0.0,0.4913,5,alphabetically-last|choose-first-of-list|choose-last-of-list|choose-middle-of-list|animal-from-list,0.3327,14.38
alphabetically-first,algorithmic,4,3,cass,0.1,0.5212,5,alphabetically-last|choose-first-of-list|choose-last-of-list|choose-middle-of-list|animal-from-list,0.4094,14.44
alphabetically-first,algorithmic,4,4,cass,0.14,0.5234,5,alphabetically-last|choose-first-of-list|choose-last-of-list|choose-middle-of-list|verb-from-list,0.2405,12.99
alphabetically-last,algorithmic,0,0,oracle,0.04,0,1,alphabetically-last,0,12.596118322164122
alphabetically-last,algorithmic,0,0,naive,0.0,1,31,all,0,0
alphabetically-last,algorithmic,4,0,cass,0.18,0.5449,5,alphabetically-first|choose-first-of-list|choose-middle-of-list|color-from-list|verb-from-list,0.4755,13.6
alphabetically-last,algorithmic,4,0,cass_recon,0.18,0.5449,5,alphabetically-first|choose-first-of-list|choose-middle-of-list|color-from-list|verb-from-list,0.4755,13.6
alphabetically-last,algorithmic,4,0,zvec,0.04,0.5449,5,alphabetically-first|choose-first-of-list|choose-middle-of-list|color-from-list|verb-from-list,0.4755,13.6
alphabetically-last,algorithmic,4,1,cass,0.16,0.548,5,alphabetically-first|choose-first-of-list|choose-last-of-list|choose-middle-of-list|verb-from-list,0.3099,14.06
alphabetically-last,algorithmic,4,1,cass_recon,0.16,0.548,5,alphabetically-first|choose-first-of-list|choose-last-of-list|choose-middle-of-list|verb-from-list,0.3099,14.06
alphabetically-last,algorithmic,4,1,zvec,0.0,0.548,5,alphabetically-first|choose-first-of-list|choose-last-of-list|choose-middle-of-list|verb-from-list,0.3099,14.06
alphabetically-last,algorithmic,4,2,cass,0.1,0.5515,5,alphabetically-first|choose-first-of-list|choose-last-of-list|choose-middle-of-list|color-from-list,0.4076,14.61
alphabetically-last,algorithmic,4,2,cass_recon,0.16,0.5515,5,alphabetically-first|choose-first-of-list|choose-last-of-list|choose-middle-of-list|color-from-list,0.4076,14.61
alphabetically-last,algorithmic,4,2,zvec,0.02,0.5515,5,alphabetically-first|choose-first-of-list|choose-last-of-list|choose-middle-of-list|color-from-list,0.4076,14.61
alphabetically-last,algorithmic,4,3,cass,0.14,0.5465,4,alphabetically-first|choose-first-of-list|choose-last-of-list|choose-middle-of-list,0.4005,14.41
alphabetically-last,algorithmic,4,4,cass,0.14,0.5651,5,alphabetically-first|choose-first-of-list|choose-last-of-list|choose-middle-of-list|verb-from-list,0.3914,14.29
choose-first-of-list,algorithmic,0,0,oracle,0.2,0,1,choose-first-of-list,0,14.257922548096415
choose-first-of-list,algorithmic,0,0,naive,0.04,1,31,all,0,0
choose-first-of-list,algorithmic,4,0,cass,0.3,0.5816,5,alphabetically-first|alphabetically-last|choose-middle-of-list|animal-from-list|verb-from-list,0.398,14.91
choose-first-of-list,algorithmic,4,0,cass_recon,0.16,0.5816,5,alphabetically-first|alphabetically-last|choose-middle-of-list|animal-from-list|verb-from-list,0.398,14.91
choose-first-of-list,algorithmic,4,0,zvec,0.08,0.5816,5,alphabetically-first|alphabetically-last|choose-middle-of-list|animal-from-list|verb-from-list,0.398,14.91
choose-first-of-list,algorithmic,4,1,cass,0.22,0.6968,3,alphabetically-first|alphabetically-last|animal-from-list,0.9712,16.74
choose-first-of-list,algorithmic,4,1,cass_recon,0.28,0.6968,3,alphabetically-first|alphabetically-last|animal-from-list,0.9712,16.74
choose-first-of-list,algorithmic,4,1,zvec,0.1,0.6968,3,alphabetically-first|alphabetically-last|animal-from-list,0.9712,16.74
choose-first-of-list,algorithmic,4,2,cass,0.48,0.6018,5,alphabetically-first|alphabetically-last|choose-last-of-list|choose-middle-of-list|verb-from-list,0.4005,15.55
choose-first-of-list,algorithmic,4,2,cass_recon,0.48,0.6018,5,alphabetically-first|alphabetically-last|choose-last-of-list|choose-middle-of-list|verb-from-list,0.4005,15.55
choose-first-of-list,algorithmic,4,2,zvec,0.08,0.6018,5,alphabetically-first|alphabetically-last|choose-last-of-list|choose-middle-of-list|verb-from-list,0.4005,15.55
choose-first-of-list,algorithmic,4,3,cass,0.48,0.6082,5,alphabetically-first|alphabetically-last|choose-last-of-list|choose-middle-of-list|verb-from-list,0.3841,14.85
choose-first-of-list,algorithmic,4,4,cass,0.56,0.5749,5,alphabetically-first|alphabetically-last|choose-last-of-list|choose-middle-of-list|verb-from-list,0.3032,13.84
choose-last-of-list,algorithmic,0,0,oracle,0.0,0,1,choose-last-of-list,0,13.294981848964868
choose-last-of-list,algorithmic,0,0,naive,0.0,1,31,all,0,0
choose-last-of-list,algorithmic,4,0,cass,0.04,0.5939,5,alphabetically-first|alphabetically-last|choose-first-of-list|choose-middle-of-list|verb-from-list,0.3688,13.92
choose-last-of-list,algorithmic,4,0,cass_recon,0.06,0.5939,5,alphabetically-first|alphabetically-last|choose-first-of-list|choose-middle-of-list|verb-from-list,0.3688,13.92
choose-last-of-list,algorithmic,4,0,zvec,0.02,0.5939,5,alphabetically-first|alphabetically-last|choose-first-of-list|choose-middle-of-list|verb-from-list,0.3688,13.92
choose-last-of-list,algorithmic,4,1,cass,0.06,0.5745,5,alphabetically-first|alphabetically-last|choose-first-of-list|choose-middle-of-list|verb-from-list,0.3965,14.35
choose-last-of-list,algorithmic,4,1,cass_recon,0.06,0.5745,5,alphabetically-first|alphabetically-last|choose-first-of-list|choose-middle-of-list|verb-from-list,0.3965,14.35
choose-last-of-list,algorithmic,4,1,zvec,0.0,0.5745,5,alphabetically-first|alphabetically-last|choose-first-of-list|choose-middle-of-list|verb-from-list,0.3965,14.35
choose-last-of-list,algorithmic,4,2,cass,0.04,0.5932,5,alphabetically-first|alphabetically-last|choose-first-of-list|choose-middle-of-list|verb-from-list,0.4989,15.17
choose-last-of-list,algorithmic,4,2,cass_recon,0.06,0.5932,5,alphabetically-first|alphabetically-last|choose-first-of-list|choose-middle-of-list|verb-from-list,0.4989,15.17
choose-last-of-list,algorithmic,4,2,zvec,0.0,0.5932,5,alphabetically-first|alphabetically-last|choose-first-of-list|choose-middle-of-list|verb-from-list,0.4989,15.17
choose-last-of-list,algorithmic,4,3,cass,0.04,0.615,4,alphabetically-first|alphabetically-last|choose-middle-of-list|verb-from-list,0.67,16.49
choose-last-of-list,algorithmic,4,4,cass,0.04,0.6318,4,alphabetically-first|alphabetically-last|choose-middle-of-list|verb-from-list,0.6003,14.95
choose-middle-of-list,algorithmic,0,0,oracle,0.0,0,1,choose-middle-of-list,0,12.448921023486658
choose-middle-of-list,algorithmic,0,0,naive,0.0,1,31,all,0,0
choose-middle-of-list,algorithmic,4,0,cass,0.0,0.544,5,alphabetically-first|alphabetically-last|choose-first-of-list|choose-last-of-list|verb-from-list,0.4857,13.94
choose-middle-of-list,algorithmic,4,0,cass_recon,0.0,0.544,5,alphabetically-first|alphabetically-last|choose-first-of-list|choose-last-of-list|verb-from-list,0.4857,13.94
choose-middle-of-list,algorithmic,4,0,zvec,0.0,0.544,5,alphabetically-first|alphabetically-last|choose-first-of-list|choose-last-of-list|verb-from-list,0.4857,13.94
choose-middle-of-list,algorithmic,4,1,cass,0.0,0.5503,5,alphabetically-first|alphabetically-last|choose-first-of-list|choose-last-of-list|verb-from-list,0.4345,12.41
choose-middle-of-list,algorithmic,4,1,cass_recon,0.0,0.5503,5,alphabetically-first|alphabetically-last|choose-first-of-list|choose-last-of-list|verb-from-list,0.4345,12.41
choose-middle-of-list,algorithmic,4,1,zvec,0.0,0.5503,5,alphabetically-first|alphabetically-last|choose-first-of-list|choose-last-of-list|verb-from-list,0.4345,12.41
choose-middle-of-list,algorithmic,4,2,cass,0.0,0.5175,5,alphabetically-first|alphabetically-last|choose-first-of-list|choose-last-of-list|verb-from-list,0.3315,14.55
choose-middle-of-list,algorithmic,4,2,cass_recon,0.0,0.5175,5,alphabetically-first|alphabetically-last|choose-first-of-list|choose-last-of-list|verb-from-list,0.3315,14.55
choose-middle-of-list,algorithmic,4,2,zvec,0.0,0.5175,5,alphabetically-first|alphabetically-last|choose-first-of-list|choose-last-of-list|verb-from-list,0.3315,14.55
choose-middle-of-list,algorithmic,4,3,cass,0.0,0.5692,5,alphabetically-first|alphabetically-last|choose-first-of-list|choose-last-of-list|verb-from-list,0.4497,13.46
choose-middle-of-list,algorithmic,4,4,cass,0.0,0.5441,5,alphabetically-first|alphabetically-last|choose-first-of-list|animal-from-list|verb-from-list,0.4907,13.87
animal-from-list,selection,0,0,oracle,0.12,0,1,animal-from-list,0,14.618499392897805
animal-from-list,selection,0,0,naive,0.0,1,31,all,0,0
animal-from-list,selection,4,0,cass,0.08,0.7859,2,alphabetically-first|choose-middle-of-list,1.423,15.27
animal-from-list,selection,4,0,cass_recon,0.04,0.7859,2,alphabetically-first|choose-middle-of-list,1.423,15.27
animal-from-list,selection,4,0,zvec,0.04,0.7859,2,alphabetically-first|choose-middle-of-list,1.423,15.27
animal-from-list,selection,4,1,cass,0.1,0.658,5,alphabetically-first|choose-last-of-list|choose-middle-of-list|color-from-list|fruit-from-list,0.9708,15.65
animal-from-list,selection,4,1,cass_recon,0.1,0.658,5,alphabetically-first|choose-last-of-list|choose-middle-of-list|color-from-list|fruit-from-list,0.9708,15.65
animal-from-list,selection,4,1,zvec,0.1,0.658,5,alphabetically-first|choose-last-of-list|choose-middle-of-list|color-from-list|fruit-from-list,0.9708,15.65
animal-from-list,selection,4,2,cass,0.12,0.5844,5,alphabetically-first|choose-last-of-list|choose-middle-of-list|color-from-list|fruit-from-list,0.8657,16.51
animal-from-list,selection,4,2,cass_recon,0.14,0.5844,5,alphabetically-first|choose-last-of-list|choose-middle-of-list|color-from-list|fruit-from-list,0.8657,16.51
animal-from-list,selection,4,2,zvec,0.12,0.5844,5,alphabetically-first|choose-last-of-list|choose-middle-of-list|color-from-list|fruit-from-list,0.8657,16.51
animal-from-list,selection,4,3,cass,0.12,0.5932,5,alphabetically-first|alphabetically-last|choose-last-of-list|choose-middle-of-list|fruit-from-list,0.7652,14.88
animal-from-list,selection,4,4,cass,0.12,0.7105,5,alphabetically-first|alphabetically-last|choose-last-of-list|choose-middle-of-list|fruit-from-list,1.331,17.82
color-from-list,selection,0,0,oracle,0.18,0,1,color-from-list,0,14.12162049032502
color-from-list,selection,0,0,naive,0.02,1,31,all,0,0
color-from-list,selection,4,0,cass,0.2,0.8222,4,alphabetically-last|choose-last-of-list|animal-from-list|fruit-from-list,0.8746,10.45
color-from-list,selection,4,0,cass_recon,0.18,0.8222,4,alphabetically-last|choose-last-of-list|animal-from-list|fruit-from-list,0.8746,10.45
color-from-list,selection,4,0,zvec,0.06,0.8222,4,alphabetically-last|choose-last-of-list|animal-from-list|fruit-from-list,0.8746,10.45
color-from-list,selection,4,1,cass,0.18,0.6548,5,alphabetically-first|alphabetically-last|choose-last-of-list|choose-middle-of-list|fruit-from-list,0.6061,12.65
color-from-list,selection,4,1,cass_recon,0.2,0.6548,5,alphabetically-first|alphabetically-last|choose-last-of-list|choose-middle-of-list|fruit-from-list,0.6061,12.65
color-from-list,selection,4,1,zvec,0.08,0.6548,5,alphabetically-first|alphabetically-last|choose-last-of-list|choose-middle-of-list|fruit-from-list,0.6061,12.65
color-from-list,selection,4,2,cass,0.16,0.7061,5,alphabetically-first|alphabetically-last|choose-last-of-list|animal-from-list|fruit-from-list,1.1417,15.27
color-from-list,selection,4,2,cass_recon,0.16,0.7061,5,alphabetically-first|alphabetically-last|choose-last-of-list|animal-from-list|fruit-from-list,1.1417,15.27
color-from-list,selection,4,2,zvec,0.08,0.7061,5,alphabetically-first|alphabetically-last|choose-last-of-list|animal-from-list|fruit-from-list,1.1417,15.27
color-from-list,selection,4,3,cass,0.18,0.713,5,alphabetically-first|alphabetically-last|choose-last-of-list|animal-from-list|fruit-from-list,1.1254,15.4
color-from-list,selection,4,4,cass,0.2,0.7661,4,choose-first-of-list|choose-middle-of-list|animal-from-list|fruit-from-list,0.9978,14.21
fruit-from-list,selection,0,0,oracle,0.34,0,1,fruit-from-list,0,14.761258005296378
fruit-from-list,selection,0,0,naive,0.0,1,31,all,0,0
fruit-from-list,selection,4,0,cass,0.34,0.6589,5,alphabetically-first|choose-first-of-list|choose-last-of-list|animal-from-list|color-from-list,0.74,15.51
fruit-from-list,selection,4,0,cass_recon,0.34,0.6589,5,alphabetically-first|choose-first-of-list|choose-last-of-list|animal-from-list|color-from-list,0.74,15.51
fruit-from-list,selection,4,0,zvec,0.06,0.6589,5,alphabetically-first|choose-first-of-list|choose-last-of-list|animal-from-list|color-from-list,0.74,15.51
fruit-from-list,selection,4,1,cass,0.28,0.6268,5,alphabetically-first|choose-last-of-list|choose-middle-of-list|animal-from-list|color-from-list,0.6204,16.04
fruit-from-list,selection,4,1,cass_recon,0.3,0.6268,5,alphabetically-first|choose-last-of-list|choose-middle-of-list|animal-from-list|color-from-list,0.6204,16.04
fruit-from-list,selection,4,1,zvec,0.04,0.6268,5,alphabetically-first|choose-last-of-list|choose-middle-of-list|animal-from-list|color-from-list,0.6204,16.04
fruit-from-list,selection,4,2,cass,0.36,0.5916,5,choose-first-of-list|choose-last-of-list|choose-middle-of-list|animal-from-list|color-from-list,0.5229,16.03
fruit-from-list,selection,4,2,cass_recon,0.34,0.5916,5,choose-first-of-list|choose-last-of-list|choose-middle-of-list|animal-from-list|color-from-list,0.5229,16.03
fruit-from-list,selection,4,2,zvec,0.12,0.5916,5,choose-first-of-list|choose-last-of-list|choose-middle-of-list|animal-from-list|color-from-list,0.5229,16.03
fruit-from-list,selection,4,3,cass,0.36,0.5871,5,choose-first-of-list|choose-last-of-list|choose-middle-of-list|animal-from-list|color-from-list,0.5406,16.54
fruit-from-list,selection,4,4,cass,0.36,0.6369,4,choose-last-of-list|choose-middle-of-list|animal-from-list|color-from-list,0.6066,15.66
verb-from-list,selection,0,0,oracle,0.02,0,1,verb-from-list,0,12.905681186540349
verb-from-list,selection,0,0,naive,0.0,1,31,all,0,0
verb-from-list,selection,4,0,cass,0.1,0.6047,5,alphabetically-first|alphabetically-last|choose-first-of-list|choose-last-of-list|choose-middle-of-list,0.459,14.0
verb-from-list,selection,4,0,cass_recon,0.08,0.6047,5,alphabetically-first|alphabetically-last|choose-first-of-list|choose-last-of-list|choose-middle-of-list,0.459,14.0
verb-from-list,selection,4,0,zvec,0.02,0.6047,5,alphabetically-first|alphabetically-last|choose-first-of-list|choose-last-of-list|choose-middle-of-list,0.459,14.0
verb-from-list,selection,4,1,cass,0.06,0.6476,5,alphabetically-first|alphabetically-last|choose-first-of-list|choose-last-of-list|choose-middle-of-list,0.4881,12.69
verb-from-list,selection,4,1,cass_recon,0.04,0.6476,5,alphabetically-first|alphabetically-last|choose-first-of-list|choose-last-of-list|choose-middle-of-list,0.4881,12.69
verb-from-list,selection,4,1,zvec,0.02,0.6476,5,alphabetically-first|alphabetically-last|choose-first-of-list|choose-last-of-list|choose-middle-of-list,0.4881,12.69
verb-from-list,selection,4,2,cass,0.08,0.6571,5,alphabetically-first|alphabetically-last|choose-first-of-list|choose-last-of-list|choose-middle-of-list,0.5241,13.55
verb-from-list,selection,4,2,cass_recon,0.06,0.6571,5,alphabetically-first|alphabetically-last|choose-first-of-list|choose-last-of-list|choose-middle-of-list,0.5241,13.55
verb-from-list,selection,4,2,zvec,0.02,0.6571,5,alphabetically-first|alphabetically-last|choose-first-of-list|choose-last-of-list|choose-middle-of-list,0.5241,13.55
verb-from-list,selection,4,3,cass,0.06,0.6491,5,alphabetically-first|alphabetically-last|choose-first-of-list|choose-last-of-list|choose-middle-of-list,0.4344,14.04
verb-from-list,selection,4,4,cass,0.06,0.7264,4,alphabetically-first|alphabetically-last|choose-last-of-list|choose-middle-of-list,0.7364,12.74
